"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310020] LELA";"53";"5310";"5310020";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310030] BOLA";"53";"5310";"5310030";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310031] DORENG";"53";"5310";"5310031";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310040] TALIBURA";"53";"5310";"5310040";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310041] WAIGETE";"53";"5310";"5310041";"194";"0";"0";"194";"194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310050] KEWAPANTE";"53";"5310";"5310050";"30";"0";"0";"30";"30"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310052] KANGAE";"53";"5310";"5310052";"91";"0";"0";"91";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310062] KOTING";"53";"5310";"5310062";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310063] NELLE";"53";"5310";"5310063";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310070] NITA";"53";"5310";"5310070";"22";"0";"0";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310071] MAGEPANDA";"53";"5310";"5310071";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310080] ALOK";"53";"5310";"5310080";"39";"0";"0";"39";"39"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310081] ALOK BARAT";"53";"5310";"5310081";"15";"0";"0";"15";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"24";"0";"0";"24";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310] SIKKA";"53";"5310";"5310999";"441";"0";"0";"441";"441"
