"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp";"sum_luas_tanam";"mean_luas_tanam_per_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310010] PAGA";"53";"5310";"5310010";"532";"127.33";"2393.42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310011] MEGO";"53";"5310";"5310011";"237";"65.74";"2773.83"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310012] TANA WAWO";"53";"5310";"5310012";"210";"41.65";"1983.33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310020] LELA";"53";"5310";"5310020";"2";"0.06";"300.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310030] BOLA";"53";"5310";"5310030";"1";"0.06";"600.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310031] DORENG";"53";"5310";"5310031";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310032] MAPITARA";"53";"5310";"5310032";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310040] TALIBURA";"53";"5310";"5310040";"244";"78.44";"3214.75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310041] WAIGETE";"53";"5310";"5310041";"211";"45.99";"2179.62"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19";"7.64";"4021.05"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2";"0.34";"1700.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310051] HEWOKLOANG";"53";"5310";"5310051";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310052] KANGAE";"53";"5310";"5310052";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310061] PALUE";"53";"5310";"5310061";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310062] KOTING";"53";"5310";"5310062";"9";"3.95";"4388.88"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310063] NELLE";"53";"5310";"5310063";"4";"1.16";"2900.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310070] NITA";"53";"5310";"5310070";"203";"54.21";"2670.44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1311";"699.62";"5336.53"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310080] ALOK";"53";"5310";"5310080";"10";"6.00";"6000.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310081] ALOK BARAT";"53";"5310";"5310081";"26";"12.12";"4661.53"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"26";"15.62";"6007.69"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310] SIKKA";"53";"5310";"5310999";"3047";"1159.93";"3806.79"
