"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_dipanen_sendiri";"n_utp_diijonkan";"n_utp_ditebaskan";"n_utp_belum_panen_habis";"n_utp_puso";"n_utp_tidak_panen";"n_utp_belum_panen";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310010] PAGA";"53";"5310";"5310010";"3";"0";"0";"0";"1";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310011] MEGO";"53";"5310";"5310011";"2";"0";"0";"0";"0";"0";"2";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310012] TANA WAWO";"53";"5310";"5310012";"16";"0";"0";"0";"0";"0";"1";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310020] LELA";"53";"5310";"5310020";"12";"0";"0";"1";"1";"0";"2";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310030] BOLA";"53";"5310";"5310030";"4";"0";"0";"0";"0";"1";"1";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310031] DORENG";"53";"5310";"5310031";"2";"0";"0";"0";"0";"0";"1";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310032] MAPITARA";"53";"5310";"5310032";"45";"0";"0";"0";"0";"0";"2";"46"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310040] TALIBURA";"53";"5310";"5310040";"116";"0";"0";"4";"1";"1";"12";"133"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310041] WAIGETE";"53";"5310";"5310041";"203";"0";"0";"5";"6";"0";"4";"209"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310042] WAIBLAMA";"53";"5310";"5310042";"4";"0";"0";"0";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310050] KEWAPANTE";"53";"5310";"5310050";"198";"0";"0";"0";"3";"20";"2";"220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"23";"0";"0";"0";"0";"0";"0";"23"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310052] KANGAE";"53";"5310";"5310052";"93";"0";"0";"0";"1";"6";"10";"109"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310061] PALUE";"53";"5310";"5310061";"3";"0";"0";"0";"0";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310062] KOTING";"53";"5310";"5310062";"196";"0";"0";"0";"6";"5";"1";"202"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310063] NELLE";"53";"5310";"5310063";"13";"0";"0";"0";"0";"0";"1";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310070] NITA";"53";"5310";"5310070";"187";"0";"0";"0";"8";"2";"8";"195"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310071] MAGEPANDA";"53";"5310";"5310071";"265";"0";"0";"0";"9";"14";"21";"295"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310080] ALOK";"53";"5310";"5310080";"130";"0";"0";"1";"0";"0";"42";"136"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310081] ALOK BARAT";"53";"5310";"5310081";"376";"0";"0";"0";"11";"5";"27";"410"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"50";"0";"0";"0";"1";"2";"9";"62"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1203";"[5310] SIKKA";"53";"5310";"5310999";"1941";"0";"0";"11";"48";"56";"146";"2110"
