"id_prov";"id_kab";"id_kategori_luas_lahan_tani";"id_kec";"prov";"kab";"kec";"kategori_luas_lahan_tani";"n_utp_kategori_luas_lahan_tani";"n_upb_kategori_luas_lahan_tani";"n_utl_kategori_luas_lahan_tani"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5-9,99";"3.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310052] KANGAE";"53";"5310";"5310052";"Usaha Pertanian Tanpa Lahan Pertanian";"284.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310052] KANGAE";"53";"5310";"5310052";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"3178.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310052] KANGAE";"53";"5310";"5310052";"< 1";"2986.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310052] KANGAE";"53";"5310";"5310052";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310052] KANGAE";"53";"5310";"5310052";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310052] KANGAE";"53";"5310";"5310052";"1-1,99";"166.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310052] KANGAE";"53";"5310";"5310052";"2-4,99";"25.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310052] KANGAE";"53";"5310";"5310052";"5-9,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310052] KANGAE";"53";"5310";"5310052";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310052] KANGAE";"53";"5310";"5310052";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310052] KANGAE";"53";"5310";"5310052";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310052] KANGAE";"53";"5310";"5310052";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310052] KANGAE";"53";"5310";"5310052";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310061] PALUE";"53";"5310";"5310061";"Usaha Pertanian Tanpa Lahan Pertanian";"14.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310061] PALUE";"53";"5310";"5310061";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"1876.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310061] PALUE";"53";"5310";"5310061";"< 1";"1829.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310061] PALUE";"53";"5310";"5310061";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310061] PALUE";"53";"5310";"5310061";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310061] PALUE";"53";"5310";"5310061";"1-1,99";"40.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310061] PALUE";"53";"5310";"5310061";"2-4,99";"7.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310061] PALUE";"53";"5310";"5310061";"5-9,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310061] PALUE";"53";"5310";"5310061";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310061] PALUE";"53";"5310";"5310061";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310061] PALUE";"53";"5310";"5310061";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310061] PALUE";"53";"5310";"5310061";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310061] PALUE";"53";"5310";"5310061";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310062] KOTING";"53";"5310";"5310062";"Usaha Pertanian Tanpa Lahan Pertanian";"9.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310062] KOTING";"53";"5310";"5310062";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"1310.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310062] KOTING";"53";"5310";"5310062";"< 1";"1196.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310062] KOTING";"53";"5310";"5310062";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310062] KOTING";"53";"5310";"5310062";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310062] KOTING";"53";"5310";"5310062";"1-1,99";"90.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310062] KOTING";"53";"5310";"5310062";"2-4,99";"23.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310062] KOTING";"53";"5310";"5310062";"5-9,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310062] KOTING";"53";"5310";"5310062";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310062] KOTING";"53";"5310";"5310062";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310062] KOTING";"53";"5310";"5310062";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310062] KOTING";"53";"5310";"5310062";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310062] KOTING";"53";"5310";"5310062";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310063] NELLE";"53";"5310";"5310063";"Usaha Pertanian Tanpa Lahan Pertanian";"32.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310063] NELLE";"53";"5310";"5310063";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"1053.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310063] NELLE";"53";"5310";"5310063";"< 1";"1043.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310063] NELLE";"53";"5310";"5310063";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310063] NELLE";"53";"5310";"5310063";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310063] NELLE";"53";"5310";"5310063";"1-1,99";"7.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310063] NELLE";"53";"5310";"5310063";"2-4,99";"3.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310063] NELLE";"53";"5310";"5310063";"5-9,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310063] NELLE";"53";"5310";"5310063";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310063] NELLE";"53";"5310";"5310063";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310063] NELLE";"53";"5310";"5310063";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310063] NELLE";"53";"5310";"5310063";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310063] NELLE";"53";"5310";"5310063";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310070] NITA";"53";"5310";"5310070";"Usaha Pertanian Tanpa Lahan Pertanian";"31.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310070] NITA";"53";"5310";"5310070";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"3952.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310070] NITA";"53";"5310";"5310070";"< 1";"3137.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310070] NITA";"53";"5310";"5310070";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310070] NITA";"53";"5310";"5310070";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310070] NITA";"53";"5310";"5310070";"1-1,99";"603.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310070] NITA";"53";"5310";"5310070";"2-4,99";"196.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310070] NITA";"53";"5310";"5310070";"5-9,99";"16.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310070] NITA";"53";"5310";"5310070";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310070] NITA";"53";"5310";"5310070";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310070] NITA";"53";"5310";"5310070";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310070] NITA";"53";"5310";"5310070";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310070] NITA";"53";"5310";"5310070";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Usaha Pertanian Tanpa Lahan Pertanian";"250.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"2455.00";"0.00";"3.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"< 1";"2195.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310071] MAGEPANDA";"53";"5310";"5310071";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310071] MAGEPANDA";"53";"5310";"5310071";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1-1,99";"212.00";"0.00";"2.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2-4,99";"47.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5-9,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310071] MAGEPANDA";"53";"5310";"5310071";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310071] MAGEPANDA";"53";"5310";"5310071";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310071] MAGEPANDA";"53";"5310";"5310071";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310071] MAGEPANDA";"53";"5310";"5310071";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310071] MAGEPANDA";"53";"5310";"5310071";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310080] ALOK";"53";"5310";"5310080";"Usaha Pertanian Tanpa Lahan Pertanian";"816.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310080] ALOK";"53";"5310";"5310080";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"2107.00";"0.00";"10.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310080] ALOK";"53";"5310";"5310080";"< 1";"2039.00";"0.00";"7.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310080] ALOK";"53";"5310";"5310080";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310080] ALOK";"53";"5310";"5310080";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310080] ALOK";"53";"5310";"5310080";"1-1,99";"49.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310080] ALOK";"53";"5310";"5310080";"2-4,99";"17.00";"0.00";"2.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310080] ALOK";"53";"5310";"5310080";"5-9,99";"1.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310080] ALOK";"53";"5310";"5310080";"10-19,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310080] ALOK";"53";"5310";"5310080";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310080] ALOK";"53";"5310";"5310080";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310080] ALOK";"53";"5310";"5310080";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310080] ALOK";"53";"5310";"5310080";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Usaha Pertanian Tanpa Lahan Pertanian";"978.00";"1.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"1909.00";"0.00";"3.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"< 1";"1845.00";"0.00";"2.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310081] ALOK BARAT";"53";"5310";"5310081";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310081] ALOK BARAT";"53";"5310";"5310081";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1-1,99";"52.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310081] ALOK BARAT";"53";"5310";"5310081";"2-4,99";"12.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5-9,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310081] ALOK BARAT";"53";"5310";"5310081";"10-19,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310081] ALOK BARAT";"53";"5310";"5310081";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310081] ALOK BARAT";"53";"5310";"5310081";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310081] ALOK BARAT";"53";"5310";"5310081";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310081] ALOK BARAT";"53";"5310";"5310081";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Usaha Pertanian Tanpa Lahan Pertanian";"760.00";"1.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"2326.00";"0.00";"3.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"< 1";"2009.00";"0.00";"2.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"500-999";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310082] ALOK TIMUR";"53";"5310";"5310082";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1-1,99";"272.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"2-4,99";"40.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5-9,99";"4.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"10-19,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"20-49,99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"50-99";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"100-199";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"200-499";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.1";"[5310] SIKKA";"53";"5310";"5310999";"Usaha Pertanian Tanpa Lahan Pertanian";"4313.00";"2.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0.2";"[5310] SIKKA";"53";"5310";"5310999";"Usaha Pertanian yang Menguasai Lahan Pertanian (>0 ha)";"49375.00";"5.00";"29.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310] SIKKA";"53";"5310";"5310999";"< 1";"41218.00";"2.00";"18.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"10";"[5310] SIKKA";"53";"5310";"5310999";"500-999";"0.00";"1.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"11";"[5310] SIKKA";"53";"5310";"5310999";">=1000";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310] SIKKA";"53";"5310";"5310999";"1-1,99";"6277.00";"2.00";"4.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310] SIKKA";"53";"5310";"5310999";"2-4,99";"1775.00";"0.00";"5.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310] SIKKA";"53";"5310";"5310999";"5-9,99";"93.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310] SIKKA";"53";"5310";"5310999";"10-19,99";"10.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310] SIKKA";"53";"5310";"5310999";"20-49,99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310] SIKKA";"53";"5310";"5310999";"50-99";"1.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"8";"[5310] SIKKA";"53";"5310";"5310999";"100-199";"0.00";"0.00";"1.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"9";"[5310] SIKKA";"53";"5310";"5310999";"200-499";"0.00";"0.00";"0.00"
