"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310010] PAGA";"53";"5310";"5310010";"525";"8";"3";"0";"532"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310011] MEGO";"53";"5310";"5310011";"237";"1";"0";"0";"237"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310012] TANA WAWO";"53";"5310";"5310012";"200";"8";"2";"0";"210"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310020] LELA";"53";"5310";"5310020";"1";"1";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310030] BOLA";"53";"5310";"5310030";"1";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310031] DORENG";"53";"5310";"5310031";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310040] TALIBURA";"53";"5310";"5310040";"222";"6";"3";"17";"244"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310041] WAIGETE";"53";"5310";"5310041";"191";"3";"13";"4";"211"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19";"0";"0";"0";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310050] KEWAPANTE";"53";"5310";"5310050";"0";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310052] KANGAE";"53";"5310";"5310052";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310062] KOTING";"53";"5310";"5310062";"8";"1";"0";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310063] NELLE";"53";"5310";"5310063";"4";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310070] NITA";"53";"5310";"5310070";"196";"7";"2";"0";"203"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1299";"8";"0";"4";"1311"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310080] ALOK";"53";"5310";"5310080";"10";"0";"0";"0";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310081] ALOK BARAT";"53";"5310";"5310081";"26";"0";"0";"0";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"14";"13";"0";"0";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1104";"[5310] SIKKA";"53";"5310";"5310999";"2953";"58";"23";"25";"3047"
